BOROUGH,LATITUDE,LONGITUDE,NTA
MANHATTAN,40.740448,-73.984894,Gramercy
MANHATTAN,40.745466,-73.998917,Hudson Yards-Chelsea-Flatiron-Union Square
BROOKLYN,40.689864,-73.97972,Fort Greene
BROOKLYN,40.676202,-73.971736,Park Slope-Gowanus
MANHATTAN,40.779852,-73.974497,Upper West Side
MANHATTAN,40.737011,-73.984646,Gramercy
MANHATTAN,40.809432,-73.964172,Morningside Heights
MANHATTAN,40.752292,-73.991663,Midtown-Midtown South
MANHATTAN,40.788971,-73.978094,Upper West Side
MANHATTAN,40.733022,-74.001916,West Village
MANHATTAN,40.722663,-73.999105,SoHo-TriBeCa-Civic Center-Little Italy
QUEENS,40.722422,-73.843723,Forest Hills
MANHATTAN,40.777433,-73.980896,Lincoln Square
MANHATTAN,40.761144,-73.963635,Lenox Hill-Roosevelt Island
QUEENS,40.704799,-73.796524,Jamaica
MANHATTAN,40.774602,-73.958024,Upper East Side-Carnegie Hill
MANHATTAN,40.746399,-73.995218,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.768695,-73.993513,Clinton
MANHATTAN,40.793457,-73.968973,Upper West Side
MANHATTAN,40.754004,-73.982105,Midtown-Midtown South
MANHATTAN,40.795352,-73.973126,Upper West Side
MANHATTAN,40.738315,-73.985616,Gramercy
MANHATTAN,40.753783,-73.973713,Turtle Bay-East Midtown
QUEENS,40.739932,-73.904419,Woodside
MANHATTAN,40.74999,-73.978746,Murray Hill-Kips Bay
MANHATTAN,40.783694,-73.953689,Upper East Side-Carnegie Hill
QUEENS,40.713561,-73.787962,Jamaica Estates-Holliswood
MANHATTAN,40.717591,-74.003402,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.748205,-73.989869,Midtown-Midtown South
MANHATTAN,40.770503,-73.985826,Lincoln Square
MANHATTAN,40.755577,-73.972102,Turtle Bay-East Midtown
MANHATTAN,40.75423,-73.990468,Midtown-Midtown South
BROOKLYN,40.695547,-73.98714,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.781332,-73.956345,Upper East Side-Carnegie Hill
QUEENS,40.70397,-73.834472,Kew Gardens
MANHATTAN,40.782074,-73.977869,Upper West Side
BROOKLYN,40.639488,-73.998242,Borough Park
MANHATTAN,40.747507,-73.984438,Midtown-Midtown South
MANHATTAN,40.748263,-73.993857,Midtown-Midtown South
QUEENS,40.734883,-73.909957,Elmhurst-Maspeth
MANHATTAN,40.723967,-73.999163,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.817372,-73.947712,Central Harlem North-Polo Grounds
MANHATTAN,40.772513,-73.955192,Lenox Hill-Roosevelt Island
BRONX,40.881607,-73.879526,Norwood
MANHATTAN,40.765512,-73.977947,Midtown-Midtown South
MANHATTAN,40.734449,-73.994072,West Village
MANHATTAN,40.75639,-73.972088,Turtle Bay-East Midtown
MANHATTAN,40.78431,-73.975008,Upper West Side
BRONX,40.829035,-73.928497,West Concourse
MANHATTAN,40.76278,-73.995055,Clinton
MANHATTAN,40.757518,-73.970882,Turtle Bay-East Midtown
MANHATTAN,40.745131,-73.986957,Midtown-Midtown South
MANHATTAN,40.772968,-73.954195,Lenox Hill-Roosevelt Island
MANHATTAN,40.773597,-73.963665,Upper East Side-Carnegie Hill
MANHATTAN,40.747206,-73.991342,Midtown-Midtown South
MANHATTAN,40.755792,-73.99225,Clinton
MANHATTAN,40.763893,-73.969074,Upper East Side-Carnegie Hill
BROOKLYN,40.683049,-73.967824,Clinton Hill
MANHATTAN,40.743758,-73.98589,Hudson Yards-Chelsea-Flatiron-Union Square
BROOKLYN,40.692632,-73.985269,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.732489,-73.99326,West Village
MANHATTAN,40.795099,-73.973307,Upper West Side
MANHATTAN,40.708387,-74.012563,Battery Park City-Lower Manhattan
MANHATTAN,40.757423,-73.964875,Turtle Bay-East Midtown
QUEENS,40.741411,-73.960647,Hunters Point-Sunnyside-West Maspeth
MANHATTAN,40.748846,-73.977728,Murray Hill-Kips Bay
MANHATTAN,40.717033,-73.999643,Chinatown
MANHATTAN,40.758114,-73.975393,Midtown-Midtown South
MANHATTAN,40.724543,-73.993787,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.777139,-73.980217,Lincoln Square
BROOKLYN,40.591133,-73.949833,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
MANHATTAN,40.80581,-73.967133,Morningside Heights
QUEENS,40.722598,-73.849816,Forest Hills
MANHATTAN,40.778778,-73.985214,Lincoln Square
MANHATTAN,40.717327,-74.007788,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.76082,-73.975093,Midtown-Midtown South
MANHATTAN,40.740506,-73.985031,Gramercy
MANHATTAN,40.778223,-73.980737,Lincoln Square
MANHATTAN,40.737619,-73.997474,West Village
MANHATTAN,40.774533,-73.94989,Yorkville
MANHATTAN,40.755506,-73.97098,Turtle Bay-East Midtown
MANHATTAN,40.743601,-73.98087,Murray Hill-Kips Bay
MANHATTAN,40.749815,-73.979338,Murray Hill-Kips Bay
MANHATTAN,40.778303,-73.982986,Lincoln Square
QUEENS,40.717717,-73.839409,Forest Hills
MANHATTAN,40.769015,-73.961014,Lenox Hill-Roosevelt Island
MANHATTAN,40.789792,-73.966491,Upper West Side
QUEENS,40.749915,-73.93663,Queensbridge-Ravenswood-Long Island City
MANHATTAN,40.822211,-73.936399,Central Harlem North-Polo Grounds
MANHATTAN,40.751728,-73.980084,Murray Hill-Kips Bay
BRONX,40.839754,-73.857904,Parkchester
MANHATTAN,40.807907,-73.96573,Morningside Heights
MANHATTAN,40.763171,-73.968446,Upper East Side-Carnegie Hill
MANHATTAN,40.754316,-73.978163,Midtown-Midtown South
MANHATTAN,40.7813,-73.959901,Upper East Side-Carnegie Hill
MANHATTAN,40.754296,-73.991944,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.711601,-74.00742,Battery Park City-Lower Manhattan
MANHATTAN,40.765976,-73.969336,Upper East Side-Carnegie Hill
MANHATTAN,40.786703,-73.972707,Upper West Side
MANHATTAN,40.75753,-73.977946,Midtown-Midtown South
MANHATTAN,40.725465,-74.000289,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.734572,-73.994645,West Village
MANHATTAN,40.80207,-73.961738,Morningside Heights
MANHATTAN,40.759132,-73.986348,Midtown-Midtown South
QUEENS,40.706571,-73.799061,Jamaica
MANHATTAN,40.749065,-74.001541,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.730472,-73.995089,West Village
MANHATTAN,40.753157,-73.974172,Turtle Bay-East Midtown
MANHATTAN,40.747629,-73.99306,Midtown-Midtown South
MANHATTAN,40.771786,-73.951387,Lenox Hill-Roosevelt Island
MANHATTAN,40.773623,-73.979706,Lincoln Square
MANHATTAN,40.777086,-73.978004,Lincoln Square
MANHATTAN,40.734125,-73.99497,West Village
MANHATTAN,40.745225,-73.992396,Midtown-Midtown South
MANHATTAN,40.757096,-73.966002,Turtle Bay-East Midtown
MANHATTAN,40.760539,-73.970328,Turtle Bay-East Midtown
MANHATTAN,40.769465,-73.959952,Lenox Hill-Roosevelt Island
MANHATTAN,40.758113,-73.981717,Midtown-Midtown South
BROOKLYN,40.694403,-73.995658,Brooklyn Heights-Cobble Hill
MANHATTAN,40.750938,-73.970856,Turtle Bay-East Midtown
BRONX,40.904894,-73.906327,North Riverdale-Fieldston-Riverdale
MANHATTAN,40.775194,-73.955396,Yorkville
MANHATTAN,40.784817,-73.9538,Upper East Side-Carnegie Hill
MANHATTAN,40.709952,-74.006063,Battery Park City-Lower Manhattan
MANHATTAN,40.850735,-73.929016,Washington Heights North
BRONX,40.882723,-73.903711,Spuyten Duyvil-Kingsbridge
MANHATTAN,40.771381,-73.960373,Upper East Side-Carnegie Hill
MANHATTAN,40.775384,-73.96397,Upper East Side-Carnegie Hill
MANHATTAN,40.774191,-73.979117,Lincoln Square
MANHATTAN,40.784314,-73.982938,Upper West Side
MANHATTAN,40.754145,-73.964823,Turtle Bay-East Midtown
MANHATTAN,40.782295,-73.955669,Upper East Side-Carnegie Hill
MANHATTAN,40.739913,-73.985732,Gramercy
BRONX,40.884141,-73.906016,Spuyten Duyvil-Kingsbridge
MANHATTAN,40.746553,-73.991761,Midtown-Midtown South
MANHATTAN,40.739343,-73.992003,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.736312,-73.987085,Gramercy
MANHATTAN,40.774583,-73.957985,Upper East Side-Carnegie Hill
MANHATTAN,40.733011,-73.995811,West Village
MANHATTAN,40.771513,-73.946903,Yorkville
BRONX,40.829796,-73.921096,West Concourse
MANHATTAN,40.720069,-74.001302,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.735349,-73.996164,West Village
MANHATTAN,40.751781,-73.988486,Midtown-Midtown South
MANHATTAN,40.777618,-73.962846,Upper East Side-Carnegie Hill
MANHATTAN,40.74882,-73.989472,Midtown-Midtown South
BRONX,40.884999,-73.892977,Van Cortlandt Village
MANHATTAN,40.713693,-73.998092,Chinatown
BROOKLYN,40.631868,-73.971938,Flatbush
MANHATTAN,40.759561,-73.975729,Midtown-Midtown South
MANHATTAN,40.774452,-73.983558,Lincoln Square
BROOKLYN,40.694036,-73.934812,Stuyvesant Heights
QUEENS,40.74359,-73.958535,Hunters Point-Sunnyside-West Maspeth
MANHATTAN,40.809773,-73.958121,Morningside Heights
MANHATTAN,40.763296,-73.964869,Lenox Hill-Roosevelt Island
MANHATTAN,40.746972,-73.983124,Midtown-Midtown South
MANHATTAN,40.802805,-73.967257,Morningside Heights
MANHATTAN,40.714349,-74.006172,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.758825,-73.974877,Midtown-Midtown South
MANHATTAN,40.772899,-73.960033,Upper East Side-Carnegie Hill
MANHATTAN,40.707605,-74.00572,Battery Park City-Lower Manhattan
MANHATTAN,40.750038,-73.983409,Midtown-Midtown South
BRONX,40.89194,-73.852775,Woodlawn-Wakefield
MANHATTAN,40.740166,-73.992137,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.756048,-73.980978,Midtown-Midtown South
MANHATTAN,40.73348,-73.991044,West Village
MANHATTAN,40.7753,-73.960772,Upper East Side-Carnegie Hill
MANHATTAN,40.797056,-73.973685,Upper West Side
MANHATTAN,40.722945,-74.010296,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.763895,-73.964352,Lenox Hill-Roosevelt Island
MANHATTAN,40.814275,-73.935337,East Harlem North
MANHATTAN,40.769944,-73.963165,Upper East Side-Carnegie Hill
MANHATTAN,40.77466,-73.978286,Lincoln Square
MANHATTAN,40.777932,-73.957946,Upper East Side-Carnegie Hill
MANHATTAN,40.746797,-73.972828,Murray Hill-Kips Bay
MANHATTAN,40.75009,-73.984513,Midtown-Midtown South
MANHATTAN,40.755932,-73.992626,Clinton
MANHATTAN,40.752577,-73.987378,Midtown-Midtown South
MANHATTAN,40.800015,-73.971683,Upper West Side
BRONX,40.872008,-73.830217,Co-op City
MANHATTAN,40.72631,-74.00749,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.78765,-73.955138,East Harlem South
MANHATTAN,40.775357,-73.964909,Upper East Side-Carnegie Hill
MANHATTAN,40.729317,-73.979867,East Village
MANHATTAN,40.765285,-73.954063,Lenox Hill-Roosevelt Island
MANHATTAN,40.821425,-73.940674,Central Harlem North-Polo Grounds
MANHATTAN,40.706699,-74.005208,Battery Park City-Lower Manhattan
BROOKLYN,40.681736,-73.975306,Park Slope-Gowanus
QUEENS,40.749261,-73.936613,Hunters Point-Sunnyside-West Maspeth
MANHATTAN,40.773366,-73.990772,Lincoln Square
MANHATTAN,40.775817,-73.954897,Yorkville
MANHATTAN,40.76436,-73.970864,Upper East Side-Carnegie Hill
MANHATTAN,40.795494,-73.973758,Upper West Side
MANHATTAN,40.77998,-73.98078,Upper West Side
MANHATTAN,40.767071,-73.96678,Upper East Side-Carnegie Hill
MANHATTAN,40.772463,-73.989844,Lincoln Square
MANHATTAN,40.773932,-73.956483,Lenox Hill-Roosevelt Island
QUEENS,40.724241,-73.855552,Forest Hills
BROOKLYN,40.695491,-73.979531,Fort Greene
MANHATTAN,40.731789,-74.007956,West Village
MANHATTAN,40.719566,-74.00864,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.745894,-73.992064,Midtown-Midtown South
BROOKLYN,40.573838,-74.000493,Seagate-Coney Island
MANHATTAN,40.759291,-73.971206,Turtle Bay-East Midtown
MANHATTAN,40.746817,-73.993655,Midtown-Midtown South
MANHATTAN,40.717898,-74.006273,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.737983,-73.980821,Gramercy
MANHATTAN,40.773205,-73.978713,Lincoln Square
MANHATTAN,40.786831,-73.953243,Upper East Side-Carnegie Hill
MANHATTAN,40.724658,-73.997413,SoHo-TriBeCa-Civic Center-Little Italy
BROOKLYN,40.675428,-73.938042,Crown Heights North
MANHATTAN,40.770795,-73.963511,Upper East Side-Carnegie Hill
MANHATTAN,40.739773,-73.985389,Gramercy
MANHATTAN,40.782727,-73.959236,Upper East Side-Carnegie Hill
MANHATTAN,40.766887,-73.965672,Upper East Side-Carnegie Hill
MANHATTAN,40.758184,-73.960085,Turtle Bay-East Midtown
MANHATTAN,40.739543,-73.988835,Hudson Yards-Chelsea-Flatiron-Union Square
BRONX,40.822347,-73.879612,Soundview-Castle Hill-Clason Point-Harding Park
MANHATTAN,40.744529,-73.985301,Midtown-Midtown South
MANHATTAN,40.759555,-73.989297,Clinton
MANHATTAN,40.730941,-74.004799,West Village
BRONX,40.892614,-73.910207,North Riverdale-Fieldston-Riverdale
MANHATTAN,40.735807,-73.993772,West Village
MANHATTAN,40.753385,-73.992604,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.777982,-73.980127,Lincoln Square
QUEENS,40.763488,-73.933361,Astoria
BRONX,40.818551,-73.91806,Melrose South-Mott Haven North
BROOKLYN,40.672833,-73.969069,park-cemetery-etc-Brooklyn
QUEENS,40.739741,-73.860047,Corona
BROOKLYN,40.694226,-73.983289,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
BRONX,40.880209,-73.885897,Van Cortlandt Village
MANHATTAN,40.797619,-73.964074,Upper West Side
MANHATTAN,40.766564,-73.970957,Upper East Side-Carnegie Hill
MANHATTAN,40.742631,-73.994251,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.750636,-73.980063,Murray Hill-Kips Bay
MANHATTAN,40.77944,-73.984759,Lincoln Square
MANHATTAN,40.707443,-74.007607,Battery Park City-Lower Manhattan
MANHATTAN,40.770901,-73.961193,Upper East Side-Carnegie Hill
MANHATTAN,40.786983,-73.973328,Upper West Side
MANHATTAN,40.76709,-73.979617,Midtown-Midtown South
BROOKLYN,40.698597,-73.992452,Brooklyn Heights-Cobble Hill
MANHATTAN,40.745782,-73.991847,Midtown-Midtown South
MANHATTAN,40.777028,-73.963211,Upper East Side-Carnegie Hill
MANHATTAN,40.755756,-73.992167,Clinton
MANHATTAN,40.739872,-73.996893,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.789315,-73.970954,Upper West Side
MANHATTAN,40.787261,-73.978066,Upper West Side
MANHATTAN,40.782649,-73.973146,Upper West Side
MANHATTAN,40.775768,-73.964609,Upper East Side-Carnegie Hill
MANHATTAN,40.722345,-73.999398,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.759151,-73.97087,Turtle Bay-East Midtown
MANHATTAN,40.708354,-74.014868,Battery Park City-Lower Manhattan
BRONX,40.82357,-73.91955,East Concourse-Concourse Village
MANHATTAN,40.771894,-73.982851,Lincoln Square
MANHATTAN,40.750151,-73.984614,Midtown-Midtown South
MANHATTAN,40.730041,-73.994173,West Village
BROOKLYN,40.731807,-73.960195,Greenpoint
MANHATTAN,40.759301,-73.978985,Midtown-Midtown South
QUEENS,40.699681,-73.851263,Woodhaven
MANHATTAN,40.807423,-73.964571,Morningside Heights
MANHATTAN,40.738212,-73.992949,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.799218,-73.970748,Upper West Side
MANHATTAN,40.782601,-73.98109,Upper West Side
MANHATTAN,40.738895,-73.991502,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.818095,-73.937938,Central Harlem North-Polo Grounds
MANHATTAN,40.729958,-73.988014,East Village
MANHATTAN,40.736046,-73.99584,West Village
BROOKLYN,40.620125,-73.969713,Ocean Parkway South
MANHATTAN,40.782551,-73.97693,Upper West Side
MANHATTAN,40.755657,-73.991976,Clinton
BRONX,40.862377,-73.866239,Bronxdale
QUEENS,40.738412,-73.846767,Forest Hills
QUEENS,40.709723,-73.828881,Kew Gardens
MANHATTAN,40.776469,-73.95837,Upper East Side-Carnegie Hill
MANHATTAN,40.744102,-73.989762,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.789163,-73.978498,Upper West Side
MANHATTAN,40.83851,-73.943738,Washington Heights South
MANHATTAN,40.841429,-73.940606,Washington Heights South
MANHATTAN,40.743712,-73.973309,Turtle Bay-East Midtown
MANHATTAN,40.748148,-73.993623,Midtown-Midtown South
MANHATTAN,40.785879,-73.970703,Upper West Side
MANHATTAN,40.778402,-73.953014,Yorkville
MANHATTAN,40.7836,-73.979428,Upper West Side
MANHATTAN,40.80356,-73.968832,Morningside Heights
MANHATTAN,40.742344,-73.983688,Gramercy
MANHATTAN,40.784278,-73.95318,Upper East Side-Carnegie Hill
MANHATTAN,40.740048,-73.991855,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.758136,-73.97627,Midtown-Midtown South
MANHATTAN,40.735063,-73.987248,Gramercy
MANHATTAN,40.737788,-73.982759,Gramercy
MANHATTAN,40.74341,-73.991927,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.743457,-73.994128,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.749788,-73.985686,Midtown-Midtown South
MANHATTAN,40.738719,-73.984923,Gramercy
MANHATTAN,40.841635,-73.94109,Washington Heights South
MANHATTAN,40.771657,-73.965153,Upper East Side-Carnegie Hill
MANHATTAN,40.760605,-73.983612,Midtown-Midtown South
MANHATTAN,40.750978,-73.996492,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.737781,-73.995742,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.786958,-73.955651,Upper East Side-Carnegie Hill
MANHATTAN,40.780694,-73.985513,Lincoln Square
BRONX,40.816486,-73.890277,Hunts Point
BROOKLYN,40.672359,-73.973738,Park Slope-Gowanus
MANHATTAN,40.764144,-73.994383,Clinton
MANHATTAN,40.722687,-74.008781,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.759971,-73.968978,Turtle Bay-East Midtown
MANHATTAN,40.715267,-73.98442,Lower East Side
BRONX,40.863941,-73.868401,Bronxdale
MANHATTAN,40.733936,-73.996659,West Village
BROOKLYN,40.586911,-73.985357,Gravesend
QUEENS,40.75355,-73.826091,Flushing
MANHATTAN,40.767308,-73.95343,Lenox Hill-Roosevelt Island
BROOKLYN,40.670229,-73.972163,Park Slope-Gowanus
MANHATTAN,40.777188,-73.958149,Upper East Side-Carnegie Hill
MANHATTAN,40.765015,-73.980416,Midtown-Midtown South
MANHATTAN,40.747948,-73.977519,Murray Hill-Kips Bay
MANHATTAN,40.770731,-73.954944,Lenox Hill-Roosevelt Island
MANHATTAN,40.734646,-73.99081,West Village
MANHATTAN,40.715663,-74.011287,SoHo-TriBeCa-Civic Center-Little Italy
BRONX,40.832526,-73.876265,West Farms-Bronx River
MANHATTAN,40.754656,-73.964151,Turtle Bay-East Midtown
MANHATTAN,40.757553,-73.98066,Midtown-Midtown South
QUEENS,40.75479,-73.8239,Flushing
MANHATTAN,40.778369,-73.983149,Lincoln Square
MANHATTAN,40.756265,-73.976766,Midtown-Midtown South
MANHATTAN,40.754889,-73.964653,Turtle Bay-East Midtown
MANHATTAN,40.792841,-73.964709,Upper West Side
BROOKLYN,40.639829,-74.024426,Sunset Park West
MANHATTAN,40.784714,-73.952258,Upper East Side-Carnegie Hill
MANHATTAN,40.778924,-73.961972,Upper East Side-Carnegie Hill
MANHATTAN,40.773634,-73.951653,Yorkville
MANHATTAN,40.750398,-73.971794,Turtle Bay-East Midtown
MANHATTAN,40.852295,-73.941359,Washington Heights North
MANHATTAN,40.737835,-73.985032,Gramercy
MANHATTAN,40.767902,-73.965848,Upper East Side-Carnegie Hill
MANHATTAN,40.851292,-73.928592,Washington Heights North
MANHATTAN,40.73184,-73.985304,East Village
MANHATTAN,40.744209,-73.987632,Hudson Yards-Chelsea-Flatiron-Union Square
QUEENS,40.699222,-73.806426,Jamaica
MANHATTAN,40.744681,-73.99302,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.744752,-73.993233,Hudson Yards-Chelsea-Flatiron-Union Square
BRONX,40.888621,-73.91053,North Riverdale-Fieldston-Riverdale
MANHATTAN,40.711843,-74.009562,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.730657,-73.985041,East Village
MANHATTAN,40.773538,-73.945558,Yorkville
MANHATTAN,40.758696,-73.963864,Turtle Bay-East Midtown
MANHATTAN,40.751732,-73.988414,Midtown-Midtown South
MANHATTAN,40.737267,-73.987074,Gramercy
MANHATTAN,40.72451,-73.998358,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.757692,-73.979101,Midtown-Midtown South
BROOKLYN,40.662618,-73.908433,Brownsville
MANHATTAN,40.793093,-73.974799,Upper West Side
MANHATTAN,40.753105,-73.964982,Turtle Bay-East Midtown
MANHATTAN,40.756322,-73.999267,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.714117,-73.980402,Lower East Side
MANHATTAN,40.776459,-73.962432,Upper East Side-Carnegie Hill
MANHATTAN,40.77678,-73.982987,Lincoln Square
MANHATTAN,40.819467,-73.955547,Manhattanville
MANHATTAN,40.763381,-73.974976,Midtown-Midtown South
MANHATTAN,40.780737,-73.981379,Upper West Side
MANHATTAN,40.764673,-73.97012,Upper East Side-Carnegie Hill
MANHATTAN,40.748129,-74.005186,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.752699,-73.967,Turtle Bay-East Midtown
MANHATTAN,40.763363,-73.977373,Midtown-Midtown South
MANHATTAN,40.782974,-73.980046,Upper West Side
MANHATTAN,40.707808,-74.013053,Battery Park City-Lower Manhattan
MANHATTAN,40.787735,-73.955333,East Harlem South
MANHATTAN,40.739573,-73.987229,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.755595,-73.978011,Midtown-Midtown South
MANHATTAN,40.742946,-73.990834,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.736199,-73.986353,Gramercy
MANHATTAN,40.767178,-73.979823,Midtown-Midtown South
MANHATTAN,40.755164,-73.979188,Midtown-Midtown South
BROOKLYN,40.667437,-73.90821,Brownsville
MANHATTAN,40.722306,-73.998294,SoHo-TriBeCa-Civic Center-Little Italy
BROOKLYN,40.691308,-73.982183,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.746866,-73.990581,Midtown-Midtown South
MANHATTAN,40.756856,-73.985973,Midtown-Midtown South
MANHATTAN,40.793189,-73.97473,Upper West Side
MANHATTAN,40.773843,-73.961838,Upper East Side-Carnegie Hill
BRONX,40.826883,-73.855387,Westchester-Unionport
BRONX,40.841106,-73.881121,East Tremont
BROOKLYN,40.640981,-73.973091,Kensington-Ocean Parkway
MANHATTAN,40.757026,-73.983291,Midtown-Midtown South
MANHATTAN,40.775934,-73.981301,Lincoln Square
MANHATTAN,40.767824,-73.983408,Clinton
BROOKLYN,40.651646,-73.961302,Flatbush
MANHATTAN,40.759798,-73.982172,Midtown-Midtown South
MANHATTAN,40.756899,-73.977173,Midtown-Midtown South
MANHATTAN,40.745304,-74.004342,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.739403,-73.989716,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.746925,-73.97888,Murray Hill-Kips Bay
MANHATTAN,40.799905,-73.96447,Upper West Side
MANHATTAN,40.779279,-73.957209,Upper East Side-Carnegie Hill
BROOKLYN,40.692459,-73.985255,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.730063,-74.006891,West Village
MANHATTAN,40.769282,-73.992982,Clinton
MANHATTAN,40.780817,-73.980794,Upper West Side
MANHATTAN,40.793072,-73.951992,East Harlem South
MANHATTAN,40.777451,-73.956763,Upper East Side-Carnegie Hill
BROOKLYN,40.69178,-73.96853,Clinton Hill
MANHATTAN,40.760743,-73.992174,Clinton
MANHATTAN,40.7806,-73.958176,Upper East Side-Carnegie Hill
MANHATTAN,40.762621,-73.975211,Midtown-Midtown South
MANHATTAN,40.794723,-73.973581,Upper West Side
MANHATTAN,40.750079,-73.984441,Midtown-Midtown South
MANHATTAN,40.74268,-73.99437,Hudson Yards-Chelsea-Flatiron-Union Square
BRONX,40.830664,-73.874874,West Farms-Bronx River
QUEENS,40.733414,-73.86416,Rego Park
QUEENS,40.712447,-73.78833,Jamaica Estates-Holliswood
MANHATTAN,40.727667,-73.999282,West Village
MANHATTAN,40.748434,-73.976714,Murray Hill-Kips Bay
BROOKLYN,40.692012,-73.991227,Brooklyn Heights-Cobble Hill
MANHATTAN,40.754374,-73.978145,Midtown-Midtown South
MANHATTAN,40.73765,-73.980366,Gramercy
MANHATTAN,40.706606,-74.008404,Battery Park City-Lower Manhattan
MANHATTAN,40.776993,-73.977827,Lincoln Square
MANHATTAN,40.764534,-73.963969,Lenox Hill-Roosevelt Island
MANHATTAN,40.751483,-73.991764,Midtown-Midtown South
MANHATTAN,40.761523,-73.974551,Midtown-Midtown South
MANHATTAN,40.717356,-74.014163,Battery Park City-Lower Manhattan
MANHATTAN,40.752313,-73.983993,Midtown-Midtown South
BRONX,40.81963,-73.879906,Soundview-Castle Hill-Clason Point-Harding Park
MANHATTAN,40.74145,-73.991447,Hudson Yards-Chelsea-Flatiron-Union Square
BRONX,40.878872,-73.918242,Spuyten Duyvil-Kingsbridge
MANHATTAN,40.76781,-73.951956,Lenox Hill-Roosevelt Island
MANHATTAN,40.733082,-73.998282,West Village
MANHATTAN,40.732893,-73.996323,West Village
MANHATTAN,40.725545,-73.994974,West Village
BROOKLYN,40.710581,-73.966426,North Side-South Side
MANHATTAN,40.758869,-73.964272,Turtle Bay-East Midtown
BRONX,40.84246,-73.893862,East Tremont
MANHATTAN,40.748953,-73.982081,Murray Hill-Kips Bay
QUEENS,40.677956,-73.773687,Springfield Gardens North
MANHATTAN,40.730345,-73.989962,East Village
MANHATTAN,40.739793,-73.996709,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.733753,-73.982388,Gramercy
MANHATTAN,40.784111,-73.952775,Upper East Side-Carnegie Hill
MANHATTAN,40.749679,-73.985426,Midtown-Midtown South
MANHATTAN,40.706021,-74.011332,Battery Park City-Lower Manhattan
MANHATTAN,40.731208,-73.975894,Stuyvesant Town-Cooper Village
MANHATTAN,40.725967,-73.988924,East Village
MANHATTAN,40.764307,-73.98116,Midtown-Midtown South
MANHATTAN,40.741282,-73.984999,Gramercy
MANHATTAN,40.711536,-73.994795,Chinatown
BRONX,40.903245,-73.901058,North Riverdale-Fieldston-Riverdale
MANHATTAN,40.707904,-74.004411,Battery Park City-Lower Manhattan
BROOKLYN,40.674961,-73.901487,East New York (Pennsylvania Ave)
BRONX,40.84038,-73.862655,Parkchester
